,Date,Time,Close,Volume_in_asset,Volume_in_USDT
30,2017-09-16,23:59:59.999000,249.31,10362.06011,2.5833652060241
31,2017-09-17,23:59:59.999000,257.55,4614.53337,1.1884730694435002
32,2017-09-18,23:59:59.999000,294.57,4125.97051,1.2153871331307
33,2017-09-19,23:59:59.999000,284.0,1869.90852,0.53105401968
34,2017-09-20,23:59:59.999000,282.0,1060.56734,0.29907998988
35,2017-09-21,23:59:59.999000,257.0,1912.55583,0.49152684831000004
36,2017-09-22,23:59:59.999000,264.0,1464.5125,0.3866313
37,2017-09-23,23:59:59.999000,285.93,2824.33572,0.8075623124196001
38,2017-09-24,23:59:59.999000,282.0,5575.54422,1.57230347004
39,2017-09-25,23:59:59.999000,294.42,5870.48035,1.728386824647
40,2017-09-26,23:59:59.999000,287.9,4566.92804,1.3148185827159997
41,2017-09-27,23:59:59.999000,309.74,5518.10382,1.7091774772068
42,2017-09-28,23:59:59.999000,302.44,6600.90922,1.9963789844967998
43,2017-09-29,23:59:59.999000,292.22,11089.19902,3.2404857376244003
44,2017-09-30,23:59:59.999000,304.36,4020.60795,1.223712235662
45,2017-10-01,23:59:59.999000,303.95,5060.05758,1.5380045014409998
46,2017-10-02,23:59:59.999000,296.5,3710.83747,1.1002633098549999
47,2017-10-03,23:59:59.999000,292.48,5546.85702,1.6223447412096001
48,2017-10-04,23:59:59.999000,291.99,4014.88792,1.1723071237608
49,2017-10-05,23:59:59.999000,294.81,3412.39016,1.0060067430696
50,2017-10-06,23:59:59.999000,310.8,3541.02359,1.100550131772
51,2017-10-07,23:59:59.999000,311.01,2165.79076,0.6735825842676
52,2017-10-08,23:59:59.999000,311.07,2960.93198,0.9210571110186
53,2017-10-09,23:59:59.999000,297.19,4885.37863,1.4518856750497
54,2017-10-10,23:59:59.999000,298.64,6749.27468,2.0156033904351998
55,2017-10-11,23:59:59.999000,304.01,3724.6863,1.132341882063
56,2017-10-12,23:59:59.999000,303.99,7827.75596,2.3795595342804003
57,2017-10-13,23:59:59.999000,337.96,17925.36585,6.058056642665999
58,2017-10-14,23:59:59.999000,342.0,7731.96469,2.64433192398
59,2017-10-15,23:59:59.999000,337.96,10011.34708,3.3834348591567993
60,2017-10-16,23:59:59.999000,335.19,8663.47097,2.9039088344343003
61,2017-10-17,23:59:59.999000,315.19,8146.74356,2.5677721026764
62,2017-10-18,23:59:59.999000,309.7,12908.0454,3.99762166038
63,2017-10-19,23:59:59.999000,308.66,8678.74739,2.6787821693974
64,2017-10-20,23:59:59.999000,304.51,8739.31764,2.6612096145563995
65,2017-10-21,23:59:59.999000,298.94,8591.63121,2.5683822339174
66,2017-10-22,23:59:59.999000,293.79,7173.06893,2.1073759209447003
67,2017-10-23,23:59:59.999000,281.09,9658.78404,2.7149876058036
68,2017-10-24,23:59:59.999000,297.38,14066.67924,4.1831490723912
69,2017-10-25,23:59:59.999000,294.49,9703.09261,2.8574637427189002
70,2017-10-26,23:59:59.999000,294.71,7813.02717,2.3025772372707
71,2017-10-27,23:59:59.999000,296.33,6272.14802,1.8586256227665998
72,2017-10-28,23:59:59.999000,291.87,5848.86589,1.7071084873143
73,2017-10-29,23:59:59.999000,305.0,9019.13315,2.75083561075
74,2017-10-30,23:59:59.999000,307.25,8946.12026,2.748695449885
75,2017-10-31,23:59:59.999000,304.9,7640.41182,2.3295615639180003
76,2017-11-01,23:59:59.999000,287.01,9843.1666,2.8250872458660004
77,2017-11-02,23:59:59.999000,283.12,13423.8572,3.800562450464
78,2017-11-03,23:59:59.999000,304.08,8194.03465,2.491642056372
79,2017-11-04,23:59:59.999000,298.04,7828.41744,2.3331815338176
80,2017-11-05,23:59:59.999000,295.53,6638.42119,1.9618526142806998
81,2017-11-06,23:59:59.999000,297.97,7515.50103,2.2393938419091004
82,2017-11-07,23:59:59.999000,291.78,9418.57881,2.7481529251818
83,2017-11-08,23:59:59.999000,303.02,15961.85772,4.8367621263144
84,2017-11-09,23:59:59.999000,317.87,11151.29946,3.5446635593502
85,2017-11-10,23:59:59.999000,293.5,15597.16557,4.577768094795
86,2017-11-11,23:59:59.999000,310.02,10850.16279,3.3637674681558
87,2017-11-12,23:59:59.999000,305.24,21123.15319,6.4476312797156
88,2017-11-13,23:59:59.999000,312.99,15551.67434,4.8675185516766
89,2017-11-14,23:59:59.999000,335.61,17709.2227,5.943392230347
90,2017-11-15,23:59:59.999000,331.33,15597.16131,5.1678074568423
91,2017-11-16,23:59:59.999000,331.49,14145.71696,4.6891637150704
92,2017-11-17,23:59:59.999000,331.23,18042.02544,5.976060086491201
93,2017-11-18,23:59:59.999000,346.66,14361.4973,4.978556654018001
94,2017-11-19,23:59:59.999000,354.15,19397.74898,6.869712801267
95,2017-11-20,23:59:59.999000,367.42,18277.0194,6.715342467948001
96,2017-11-21,23:59:59.999000,362.12,26237.64398,9.5011756380376
97,2017-11-22,23:59:59.999000,380.65,18121.58484,6.897981269345999
98,2017-11-23,23:59:59.999000,405.0,25409.00111,10.29064544955
99,2017-11-24,23:59:59.999000,469.0,30398.35831,14.256830047389998
100,2017-11-25,23:59:59.999000,461.82,21428.63117,9.896170446929402
101,2017-11-26,23:59:59.999000,462.84,21691.11759,10.0395168653556
102,2017-11-27,23:59:59.999000,472.31,23761.11416,11.2226118289096
103,2017-11-28,23:59:59.999000,466.17,23967.24816,11.172812074747199
104,2017-11-29,23:59:59.999000,421.7,51313.49571,21.638901140907002
105,2017-11-30,23:59:59.999000,427.43,45184.22265,19.3130922872895
106,2017-12-01,23:59:59.999000,457.51,33072.21995,15.130871349324499
107,2017-12-02,23:59:59.999000,457.63,25796.14,11.8050875482
108,2017-12-03,23:59:59.999000,460.3,24490.05997,11.272774604191
109,2017-12-04,23:59:59.999000,466.67,23182.65949,10.818651704198299
110,2017-12-05,23:59:59.999000,452.26,25387.11695,11.481577511807
111,2017-12-06,23:59:59.999000,411.01,38638.76036,15.880916895563601
112,2017-12-07,23:59:59.999000,406.33,41343.73269,16.7991989039277
113,2017-12-08,23:59:59.999000,442.56,41064.60305,18.173550725808
114,2017-12-09,23:59:59.999000,460.0,41918.34044,19.2824366024
115,2017-12-10,23:59:59.999000,427.35,34919.25938,14.922745496043003
116,2017-12-11,23:59:59.999000,508.7,29763.16644,15.140522768028001
117,2017-12-12,23:59:59.999000,620.0,59387.02259,36.8199540058
118,2017-12-13,23:59:59.999000,683.99,57694.18773,39.4622474654427
119,2017-12-14,23:59:59.999000,679.76,60919.26902,41.410482309035196
120,2017-12-15,23:59:59.999000,674.95,39778.16165,26.848270205667504
121,2017-12-16,23:59:59.999000,682.81,26866.0533,18.344409853772998
122,2017-12-17,23:59:59.999000,707.64,31398.4476,22.218797459664
123,2017-12-18,23:59:59.999000,784.0,45673.70777,35.80818689168
124,2017-12-19,23:59:59.999000,798.0,69423.62125,55.4000497575
125,2017-12-20,23:59:59.999000,790.21,72526.28416,57.310995006073604
126,2017-12-21,23:59:59.999000,782.41,78222.53998,61.202097505751794
127,2017-12-22,23:59:59.999000,635.97,154630.49482,98.3403557906754
128,2017-12-23,23:59:59.999000,640.34,79001.05634,50.587536416755604
129,2017-12-24,23:59:59.999000,658.0,95431.94156,62.794217546480006
130,2017-12-25,23:59:59.999000,714.95,78544.84102,56.15563408724901
131,2017-12-26,23:59:59.999000,750.0,60052.47905,45.0393592875
132,2017-12-27,23:59:59.999000,739.89,51339.2782,37.985418547398
133,2017-12-28,23:59:59.999000,707.89,72679.61288,51.449171161623205
134,2017-12-29,23:59:59.999000,733.99,64028.12647,46.99600454771531
135,2017-12-30,23:59:59.999000,681.06,89879.99994,61.213672759136394
136,2017-12-31,23:59:59.999000,733.98,62628.24458,45.9678789568284
137,2018-01-01,23:59:59.999000,754.99,53909.25885,40.7009513391615
138,2018-01-02,23:59:59.999000,855.28,113257.78355,96.86711711464399
139,2018-01-03,23:59:59.999000,934.03,89041.45688,83.1673919696264
140,2018-01-04,23:59:59.999000,940.0,102894.47384,96.7208054096
141,2018-01-05,23:59:59.999000,959.3,97374.0163,93.41089383658999
142,2018-01-06,23:59:59.999000,1004.11,71954.27895,72.25001103648451
143,2018-01-07,23:59:59.999000,1123.09,65278.81957,73.3139894708713
144,2018-01-08,23:59:59.999000,1133.18,158831.54798,179.98473353997642
145,2018-01-09,23:59:59.999000,1291.0,118702.88684,153.24542691044
146,2018-01-10,23:59:59.999000,1247.0,160185.0129,199.75071108630002
147,2018-01-11,23:59:59.999000,1138.93,194546.29387,221.57461047735913
148,2018-01-12,23:59:59.999000,1253.87,93763.47261,117.56720540150069
149,2018-01-13,23:59:59.999000,1388.02,75893.43201,105.3416014985202
150,2018-01-14,23:59:59.999000,1347.0,98391.19585,132.53294080995002
151,2018-01-15,23:59:59.999000,1271.0,69236.70476,87.99985174995999
152,2018-01-16,23:59:59.999000,1000.0,343889.36509,343.88936508999996
153,2018-01-17,23:59:59.999000,1000.0,436333.67326,436.33367326
154,2018-01-18,23:59:59.999000,994.0,294545.71207,292.77843779758
155,2018-01-19,23:59:59.999000,1032.5,167954.11253,173.41262118722503
156,2018-01-20,23:59:59.999000,1152.75,123352.58362,142.194690767955
157,2018-01-21,23:59:59.999000,1049.0,175031.00789,183.60752727661003
158,2018-01-22,23:59:59.999000,993.0,185212.52002,183.91603237985998
159,2018-01-23,23:59:59.999000,980.0,160159.63958,156.9564467884
160,2018-01-24,23:59:59.999000,1061.0,134257.7947,142.4475201767
161,2018-01-25,23:59:59.999000,1056.52,119415.93495,126.165323593374
162,2018-01-26,23:59:59.999000,1051.03,145113.638,152.51878694714
163,2018-01-27,23:59:59.999000,1118.99,96894.33839,108.42379571502612
164,2018-01-28,23:59:59.999000,1251.96,143510.73586,179.66970086728557
165,2018-01-29,23:59:59.999000,1177.01,105292.76808,123.93064095784078
166,2018-01-30,23:59:59.999000,1085.5,155278.55404,168.55487041042
167,2018-01-31,23:59:59.999000,1124.81,100372.03783,112.8994718715623
168,2018-02-01,23:59:59.999000,1041.94,203355.29052,211.88401140440882
169,2018-02-02,23:59:59.999000,922.3,377375.22874,348.05317346690197
170,2018-02-03,23:59:59.999000,971.0,160037.88129,155.39678273259
171,2018-02-04,23:59:59.999000,823.56,186446.0316,153.54949378449598
172,2018-02-05,23:59:59.999000,697.92,365516.52899,255.1012959127008
173,2018-02-06,23:59:59.999000,779.25,648944.4204,505.68993959669996
174,2018-02-07,23:59:59.999000,754.0,356403.4441,268.7281968514
175,2018-02-08,00:28:14.799000,781.66,10516.2619,8.220141276754
176,2018-02-09,23:59:59.999000,877.0,95447.67289,83.70760912453001
177,2018-02-10,23:59:59.999000,851.15,214818.06768,182.842398305832
178,2018-02-11,23:59:59.999000,808.99,189323.408,153.16074383792002
179,2018-02-12,23:59:59.999000,866.66,143586.93121,124.4410498024586
180,2018-02-13,23:59:59.999000,841.57,110305.93537,92.83016602933091
181,2018-02-14,23:59:59.999000,919.09,150342.85558,138.1786151350222
182,2018-02-15,23:59:59.999000,924.55,155637.78524,143.894914343642
183,2018-02-16,23:59:59.999000,938.67,115540.16349,108.4540852631583
184,2018-02-17,23:59:59.999000,969.99,110091.03618,106.78720418423819
185,2018-02-18,23:59:59.999000,911.0,160129.79518,145.87824340897998
186,2018-02-19,23:59:59.999000,938.11,80099.49534,75.1421375734074
187,2018-02-20,23:59:59.999000,882.99,120056.67502,106.0088434759098
188,2018-02-21,23:59:59.999000,835.89,176200.55151,147.28427900169387
189,2018-02-22,23:59:59.999000,801.49,137561.85113,110.2544480621837
190,2018-02-23,23:59:59.999000,851.6,154507.41338,131.578513234408
191,2018-02-24,23:59:59.999000,833.94,89311.5794,74.48049852483601
192,2018-02-25,23:59:59.999000,841.19,59431.26474,49.99298558664061
193,2018-02-26,23:59:59.999000,867.98,74911.4656,65.021653911488
194,2018-02-27,23:59:59.999000,870.11,63487.68425,55.2412689427675
195,2018-02-28,23:59:59.999000,853.5,53620.45209,45.765055858814996
196,2018-03-01,23:59:59.999000,870.63,43785.00503,38.120538929268896
197,2018-03-02,23:59:59.999000,856.28,39436.26006,33.7684807641768
198,2018-03-03,23:59:59.999000,856.02,34170.2942,29.250455241083998
199,2018-03-04,23:59:59.999000,866.66,29735.01829,25.7701509512114
200,2018-03-05,23:59:59.999000,849.84,30567.79813,25.9777375627992
201,2018-03-06,23:59:59.999000,813.11,48658.06883,39.56436234636129
202,2018-03-07,23:59:59.999000,749.9,109013.2838,81.74906152162
203,2018-03-08,23:59:59.999000,695.46,76312.77819,53.07248472001741
204,2018-03-09,23:59:59.999000,723.71,116545.37303,84.3450519155413
205,2018-03-10,23:59:59.999000,680.58,63012.67972,42.8851695638376
206,2018-03-11,23:59:59.999000,720.85,73967.35869,53.31937051168649
207,2018-03-12,23:59:59.999000,697.11,67732.85988,47.2172539509468
208,2018-03-13,23:59:59.999000,689.94,55735.18315,38.453932262511
209,2018-03-14,23:59:59.999000,610.1,89904.25415,54.850585456915
210,2018-03-15,23:59:59.999000,608.83,94426.72453,57.489822695599905
211,2018-03-16,23:59:59.999000,599.05,64720.20994,38.770641764557
212,2018-03-17,23:59:59.999000,546.95,68022.4592,37.204884059440005
213,2018-03-18,23:59:59.999000,537.0,248817.226,133.614850362
214,2018-03-19,23:59:59.999000,556.88,184798.77062,102.91073938286559
215,2018-03-20,23:59:59.999000,557.0,135426.91549,75.43279192793001
216,2018-03-21,23:59:59.999000,559.17,117019.17321,65.43361108383569
217,2018-03-22,23:59:59.999000,539.92,111106.19916,59.9884590504672
218,2018-03-23,23:59:59.999000,543.03,106416.06746,57.7871171128038
219,2018-03-24,23:59:59.999000,520.22,87710.78945,45.628906887679
220,2018-03-25,23:59:59.999000,523.74,71903.1713,37.658566936662005
221,2018-03-26,23:59:59.999000,485.0,151084.23688,73.2758548868
222,2018-03-27,23:59:59.999000,448.5,138188.76042,61.97765904837
223,2018-03-28,23:59:59.999000,446.67,89895.47885,40.153613537929495
224,2018-03-29,23:59:59.999000,384.0,225341.94316,86.53130617344
225,2018-03-30,23:59:59.999000,392.43,292254.79437,114.68954895461911
226,2018-03-31,23:59:59.999000,393.92,167833.59399,66.1130093445408
227,2018-04-01,23:59:59.999000,378.58,150493.99422,56.9740163318076
228,2018-04-02,23:59:59.999000,385.05,113242.14191,43.6038867424455
229,2018-04-03,23:59:59.999000,415.01,137897.55565,57.22886457030649
230,2018-04-04,23:59:59.999000,378.16,140598.39668,53.168689688508806
231,2018-04-05,23:59:59.999000,381.22,120314.05875,45.866125476675
232,2018-04-06,23:59:59.999000,368.89,74458.69141,27.4670666742349
233,2018-04-07,23:59:59.999000,384.51,71463.42848,27.478402884844797
234,2018-04-08,23:59:59.999000,400.4,57395.52936,22.981169955743997
235,2018-04-09,23:59:59.999000,399.44,151653.50413,60.57647568968719
236,2018-04-10,23:59:59.999000,416.07,81394.29605,33.8657247575235
237,2018-04-11,23:59:59.999000,429.52,86706.68627,37.2422558866904
238,2018-04-12,23:59:59.999000,495.67,249766.38316,123.8017031409172
239,2018-04-13,23:59:59.999000,495.11,251752.08782,124.6449762005602
240,2018-04-14,23:59:59.999000,502.68,121283.3338,60.966706234583995
241,2018-04-15,23:59:59.999000,533.88,108739.15395,58.05365951082601
242,2018-04-16,23:59:59.999000,511.46,130359.52549,66.6736829071154
243,2018-04-17,23:59:59.999000,502.56,96541.96382,48.5181293373792
244,2018-04-18,23:59:59.999000,526.09,73161.95251,38.48977159598591
245,2018-04-19,23:59:59.999000,568.14,112235.77328,63.76563223129919
246,2018-04-20,23:59:59.999000,617.09,160209.03951,98.8633961912259
247,2018-04-21,23:59:59.999000,604.87,159364.95353,96.3950794416911
248,2018-04-22,23:59:59.999000,620.92,120127.3728,74.589488318976
249,2018-04-23,23:59:59.999000,645.09,77475.70793,49.978804428563706
250,2018-04-24,23:59:59.999000,701.58,171437.66972,120.27724032215761
251,2018-04-25,23:59:59.999000,618.0,341439.50428,211.00961364504002
252,2018-04-26,23:59:59.999000,661.51,155754.00815,103.03283393130651
253,2018-04-27,23:59:59.999000,643.46,134803.48389,86.74064974385941
254,2018-04-28,23:59:59.999000,682.86,113128.36337,77.25083421083819
255,2018-04-29,23:59:59.999000,690.85,110020.23869,76.0074818989865
256,2018-04-30,23:59:59.999000,670.78,112494.9172,75.45934055941599
257,2018-05-01,23:59:59.999000,672.0,133123.66675,89.45910405600002
258,2018-05-02,23:59:59.999000,688.56,86185.5033,59.343890152247994
259,2018-05-03,23:59:59.999000,779.0,229419.209,178.717563811
260,2018-05-04,23:59:59.999000,785.99,179924.40215,141.4187808458785
261,2018-05-05,23:59:59.999000,819.5,128631.18764,105.41325827098
262,2018-05-06,23:59:59.999000,794.3,166871.16002,132.54576240388602
263,2018-05-07,23:59:59.999000,752.49,284237.06328,213.88554774756722
264,2018-05-08,23:59:59.999000,748.99,135106.19621,101.1931898993279
265,2018-05-09,23:59:59.999000,751.75,112353.37758,84.46165159576499
266,2018-05-10,23:59:59.999000,722.52,102019.29933,73.7109841519116
267,2018-05-11,23:59:59.999000,676.96,216953.54991,146.8688751470736
268,2018-05-12,23:59:59.999000,684.11,166801.07487,114.1102833293157
269,2018-05-13,23:59:59.999000,729.08,136022.39207,99.17120561039562
270,2018-05-14,23:59:59.999000,727.49,183466.9224,133.47035137677602
271,2018-05-15,23:59:59.999000,704.91,127191.21863,89.6583619244733
272,2018-05-16,23:59:59.999000,706.29,118902.46895,83.9796247946955
273,2018-05-17,23:59:59.999000,667.62,106723.38375,71.250665459175
274,2018-05-18,23:59:59.999000,692.6,106541.66307,73.790755842282
275,2018-05-19,23:59:59.999000,697.0,88828.85641,61.91371291777
276,2018-05-20,23:59:59.999000,716.16,86004.7409,61.593155242944
277,2018-05-21,23:59:59.999000,696.7,96085.15451,66.94252714711699
278,2018-05-22,23:59:59.999000,640.99,107059.5769,68.62411819713101
279,2018-05-23,23:59:59.999000,577.19,257099.77096,148.39541680040242
280,2018-05-24,23:59:59.999000,602.18,195854.62497,117.9397380644346
281,2018-05-25,23:59:59.999000,585.55,118076.26273,69.1395556415515
282,2018-05-26,23:59:59.999000,586.0,77654.12532,45.505317437520006
283,2018-05-27,23:59:59.999000,570.4,97097.26713,55.38428117095199
284,2018-05-28,23:59:59.999000,511.5,153197.83278,78.36069146697
285,2018-05-29,23:59:59.999000,567.36,189082.83788,107.27803889959681
286,2018-05-30,23:59:59.999000,557.19,122132.2701,68.050879577019
287,2018-05-31,23:59:59.999000,577.81,100101.52276,57.8396608659556
288,2018-06-01,23:59:59.999000,579.0,83840.84162,48.54384729798
289,2018-06-02,23:59:59.999000,590.85,80258.14719,47.42052626721151
290,2018-06-03,23:59:59.999000,619.66,84123.33235,52.12786412400099
291,2018-06-04,23:59:59.999000,591.02,96339.44507,56.9385388252714
292,2018-06-05,23:59:59.999000,609.05,89053.74351,54.238182484765495
293,2018-06-06,23:59:59.999000,607.4,70152.92117,42.610884318658
294,2018-06-07,23:59:59.999000,605.16,60174.1888,36.415012094208
295,2018-06-08,23:59:59.999000,598.68,49228.00755,29.471823560034
296,2018-06-09,23:59:59.999000,592.87,38908.0653,23.067424674411004
297,2018-06-10,23:59:59.999000,524.11,190350.58429,99.7646447322319
298,2018-06-11,23:59:59.999000,531.69,145813.07819,77.52735554284111
299,2018-06-12,23:59:59.999000,493.0,158223.14812,78.00401202316
300,2018-06-13,23:59:59.999000,475.47,181842.19417,86.46050806200991
301,2018-06-14,23:59:59.999000,519.29,206093.0733,107.02207203395699
302,2018-06-15,23:59:59.999000,487.48,160532.53607,78.25640068340361
303,2018-06-16,23:59:59.999000,496.74,131095.45173,65.1203546923602
304,2018-06-17,23:59:59.999000,497.14,117316.93221,58.32293967887939
305,2018-06-18,23:59:59.999000,517.95,143826.68272,74.49503031482402
306,2018-06-19,23:59:59.999000,537.97,148148.38064,79.69938433290079
307,2018-06-20,23:59:59.999000,536.49,123892.0424,66.46684182717601
308,2018-06-21,23:59:59.999000,526.18,79862.90544,42.0222635844192
309,2018-06-22,23:59:59.999000,462.09,212659.53437,98.26784423703329
310,2018-06-23,23:59:59.999000,473.41,94465.26834,44.7208026848394
311,2018-06-24,23:59:59.999000,454.41,198264.10079,90.0931900399839
312,2018-06-25,23:59:59.999000,458.7,122942.1165,56.393548838550004
313,2018-06-26,23:59:59.999000,429.34,84003.09976,36.0658908509584
314,2018-06-27,23:59:59.999000,441.64,99156.36437,43.7914167603668
315,2018-06-28,23:59:59.999000,420.22,112309.56714,47.194726303570796
316,2018-06-29,23:59:59.999000,434.77,159495.30942,69.3437756765334
317,2018-06-30,23:59:59.999000,454.09,157169.20242,71.3689631268978
318,2018-07-01,23:59:59.999000,452.1,111226.62846,50.285558726766006
319,2018-07-02,23:59:59.999000,476.25,182585.11018,86.956158723225
320,2018-07-03,23:59:59.999000,461.82,186954.55478,86.3393524884996
321,2018-07-04,23:59:59.999000,467.38,101886.20199,47.6195730860862
322,2018-07-05,23:59:59.999000,467.87,125806.0083,58.860857103321
323,2018-07-06,23:59:59.999000,470.47,100428.64802,47.2486660339694
324,2018-07-07,23:59:59.999000,485.57,83629.95382,40.6081966763774
325,2018-07-08,23:59:59.999000,486.77,144703.13626,70.4371456372802
326,2018-07-09,23:59:59.999000,471.71,89532.14109,42.2332062735639
327,2018-07-10,23:59:59.999000,432.48,173640.9762,75.096249386976
328,2018-07-11,23:59:59.999000,444.99,159022.59726,70.7634655547274
329,2018-07-12,23:59:59.999000,431.14,181877.07924,78.4144839435336
330,2018-07-13,23:59:59.999000,432.46,150320.32532,65.00752788788719
331,2018-07-14,23:59:59.999000,433.19,122253.69397,52.9590776908643
332,2018-07-15,23:59:59.999000,449.78,140415.27048,63.155980356494396
333,2018-07-16,23:59:59.999000,478.49,172440.71343,82.51115696912069
334,2018-07-17,23:59:59.999000,498.76,215318.06761,107.39203940116359
335,2018-07-18,23:59:59.999000,479.41,236137.8071,113.206826101811
336,2018-07-19,23:59:59.999000,468.57,171308.06705,80.2698209776185
337,2018-07-20,23:59:59.999000,449.04,160873.38244,72.23858365085759
338,2018-07-21,23:59:59.999000,460.23,74259.64067,34.176514425554096
339,2018-07-22,23:59:59.999000,457.47,60684.89595,27.761519350246502
340,2018-07-23,23:59:59.999000,450.05,106561.46081,47.9579854375405
341,2018-07-24,23:59:59.999000,479.28,158286.759,75.86367785351999
342,2018-07-25,23:59:59.999000,472.1,170475.54936,80.48150685285601
343,2018-07-26,23:59:59.999000,462.64,173976.2192,80.48835805068799
344,2018-07-27,23:59:59.999000,470.09,198304.79211,93.2210997229899
345,2018-07-28,23:59:59.999000,469.29,156862.59361,73.61404655523691
346,2018-07-29,23:59:59.999000,466.4,138747.56334,64.711863541776
347,2018-07-30,23:59:59.999000,456.23,179581.79415,81.9306019450545
348,2018-07-31,23:59:59.999000,432.22,214913.57229,92.8899442151838
349,2018-08-01,23:59:59.999000,420.41,209570.0844,88.105359182604
350,2018-08-02,23:59:59.999000,410.62,178421.10672,73.26327484136641
351,2018-08-03,23:59:59.999000,417.52,201156.61154,83.98690845018079
352,2018-08-04,23:59:59.999000,407.21,179498.57515,73.0936147868315
353,2018-08-05,23:59:59.999000,408.79,158913.77206,64.9623608804074
354,2018-08-06,23:59:59.999000,405.28,166496.42465,67.477670982152
355,2018-08-07,23:59:59.999000,378.21,207706.11078,78.55652815810379
356,2018-08-08,23:59:59.999000,355.48,275047.10788,97.77374590918241
357,2018-08-09,23:59:59.999000,363.3,244268.20567,88.742639119911
358,2018-08-10,23:59:59.999000,331.81,264274.13378,87.68880032954179
359,2018-08-11,23:59:59.999000,317.69,335634.67243,106.62777908428669
360,2018-08-12,23:59:59.999000,317.89,135524.79994,43.081978652926594
361,2018-08-13,23:59:59.999000,283.81,307713.22214,87.3320895755534
362,2018-08-14,23:59:59.999000,278.41,485174.37541,135.07739785789812
363,2018-08-15,23:59:59.999000,281.12,438620.64156,123.30503475534721
364,2018-08-16,23:59:59.999000,287.17,235665.2551,67.67599130706701
365,2018-08-17,23:59:59.999000,317.51,342556.46068,108.76510183050681
366,2018-08-18,23:59:59.999000,294.11,384021.38829,112.9445305099719
367,2018-08-19,23:59:59.999000,299.42,288483.44841,86.37771412292221
368,2018-08-20,23:59:59.999000,270.51,219153.78936,59.283291559773595
369,2018-08-21,23:59:59.999000,281.21,224701.57671,63.18833038661909
370,2018-08-22,23:59:59.999000,270.8,403936.78303,109.386080844524
371,2018-08-23,23:59:59.999000,275.99,277304.60909,76.53329906274911
372,2018-08-24,23:59:59.999000,281.19,271850.21373,76.4415615987387
373,2018-08-25,23:59:59.999000,277.55,253375.49477,70.32436857341351
374,2018-08-26,23:59:59.999000,274.29,232525.9497,63.77954274321301
375,2018-08-27,23:59:59.999000,287.71,281020.64727,80.8524504260517
376,2018-08-28,23:59:59.999000,295.44,318323.28971,94.04543271192239
377,2018-08-29,23:59:59.999000,288.4,324275.47324,93.521046482416
378,2018-08-30,23:59:59.999000,283.89,336993.14413,95.66898368706569
379,2018-08-31,23:59:59.999000,281.41,302663.37038,85.17249905863581
380,2018-09-01,23:59:59.999000,295.71,294944.4401,87.218020381971
381,2018-09-02,23:59:59.999000,295.41,153300.06112,45.2863710554592
382,2018-09-03,23:59:59.999000,289.09,274753.70062,79.4285473122358
383,2018-09-04,23:59:59.999000,285.3,330102.19,94.17815480700001
384,2018-09-05,23:59:59.999000,228.53,528734.3196,120.83165405818801
385,2018-09-06,23:59:59.999000,229.7,552996.86567,127.02338004439899
386,2018-09-07,23:59:59.999000,215.22,398379.81741,85.7393043029802
387,2018-09-08,23:59:59.999000,196.71,318859.84904,62.7229209046584
